id,created_at,urgency,type,description,summary
PH7H3LV,2021-05-01 04:08:41 UTC,high,incident,[Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = job11,[#41684894] [Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = runtime and kubernetes.deployment.name = job11
PSDZ152,2021-05-01 04:08:42 UTC,high,incident,[Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = sandbox and kubernetes.deployment.name = sandbox,[#41684895] [Kubernetes] Pods Available less than desired is Triggered on kubernetes.namespace.name = sandbox and kubernetes.deployment.name = sandbox
PHI6A7E,2021-05-01 04:08:55 UTC,low,incident,bluemix.containers-kubernetes.prod-ams03-carrier1.falco_anomalous_traffic_detected.eu-de,[#41684896] bluemix.containers-kubernetes.prod-ams03-carrier1.falco_anomalous_traffic_detected.eu-de
PYY23ZI,2021-05-01 04:08:59 UTC,low,incident,Pod: stg-public-de-es-retry-consumer-ccd4fb88f-n8c5z [Data Exhaust] [stgwat-us-south-mzr-cruiser6] Kubernetes Pod Restarts,[#41684897] Pod: stg-public-de-es-retry-consumer-ccd4fb88f-n8c5z [Data Exhaust] [stgwat-us-south-mzr-cruiser6] Kubernetes Pod Restarts
PW2GYGD,2021-05-01 04:09:06 UTC,high,incident,"INC3401129:PDE2447090:Regression Test R-IN10 (ATF) TIP Incident, /api/ibmwc/v2/incident","[#41684898] INC3401129:PDE2447090:Regression Test R-IN10 (ATF) TIP Incident, /api/ibmwc/v2/incident"
PG0NBAI,2021-05-01 04:09:19 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier3.armada-ui_probe_failure_service_down.us-south,[#41684899] staging.containers-kubernetes.stage-dal10-carrier3.armada-ui_probe_failure_service_down.us-south
PKDB89T,2021-05-01 04:09:31 UTC,low,incident,INC3838102:PDE2796070:DB2OC003:WARNING:51649673-7fa2-4c5d-9942-8aede4314e91::High disk usage > 85%,[#41684900] INC3838102:PDE2796070:DB2OC003:WARNING:51649673-7fa2-4c5d-9942-8aede4314e91::High disk usage > 85%
PQGRFMX,2021-05-01 04:09:34 UTC,high,incident,apollo_prod_wdc (PROD WDC Swimlane Authentication using IBMid violated Swimlane IBMid Authentication),[#41684901] apollo_prod_wdc (PROD WDC Swimlane Authentication using IBMid violated Swimlane IBMid Authentication)
PDKZWBJ,2021-05-01 04:09:35 UTC,low,incident,bluemix.containers-kubernetes.prod-wdc06-carrier1.pod_in_pending_state.us-east,[#41684902] bluemix.containers-kubernetes.prod-wdc06-carrier1.pod_in_pending_state.us-east
PD06XRL,2021-05-01 04:09:44 UTC,high,incident,Update: MSS Issue: High (1) SOCP00702619093 OUT-HC-Device Unreachable,[#41684903] Update: MSS Issue: High (1) SOCP00702619093 OUT-HC-Device Unreachable
PHDX40W,2021-05-01 04:09:51 UTC,low,incident,UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Accessers-syd01-geo-cr' on 'COS-Cluster-Checks',[#41684905] UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Accessers-syd01-geo-cr' on 'COS-Cluster-Checks'
PG4YLBW,2021-05-01 04:10:02 UTC,high,incident,INC3401130:PDE2447091:R-IN_from_Case: Create an Incident from a Case,[#41684906] INC3401130:PDE2447091:R-IN_from_Case: Create an Incident from a Case
P6D9BRO,2021-05-01 04:10:03 UTC,low,incident,May 01 14:10:03 vRA SIT Portal Status 200,[#41684907] May 01 14:10:03 vRA SIT Portal Status 200
PKA7OI1,2021-05-01 04:10:04 UTC,low,incident,staging.containers-kubernetes.stage-dal09-carrier2.10.143.138.85:8080_carrier-worker-verification_endpoint_scrape_failure.us-south,[#41684909] staging.containers-kubernetes.stage-dal09-carrier2.10.143.138.85:8080_carrier-worker-verification_endpoint_scrape_failure.us-south
P2STUZJ,2021-05-01 04:10:04 UTC,high,incident,Federal IMS Escalations In Queue,[#41684908] Federal IMS Escalations In Queue
PJN6MDK,2021-05-01 04:10:05 UTC,low,incident,May 01 14:10:05 vRA PROD Portal Status 200,[#41684913] May 01 14:10:05 vRA PROD Portal Status 200
PKHMVN4,2021-05-01 04:10:07 UTC,low,incident,May 01 14:10:06 vRA DEV Portal Status 200,[#41684914] May 01 14:10:06 vRA DEV Portal Status 200
PVC99RZ,2021-05-01 04:10:08 UTC,low,incident,May 01 14:10:08 vRA PREPROD Portal Status 200,[#41684915] May 01 14:10:08 vRA PREPROD Portal Status 200
PA7HZY4,2021-05-01 04:10:10 UTC,high,incident,DNS-RESOLUTION-FAILURE: echo-api.service.core.consul not resolved via consul.service.dal13.consul,[#41684916] DNS-RESOLUTION-FAILURE: echo-api.service.core.consul not resolved via consul.service.dal13.consul
PJCEPY3,2021-05-01 04:10:11 UTC,high,incident,TS005339905 - Severity 2 - RU-Midrange-SpecVEMEA-File_Attached-24x7,[#41684917] TS005339905 - Severity 2 - RU-Midrange-SpecVEMEA-File_Attached-24x7
P3EO6L7,2021-05-01 04:10:12 UTC,low,incident,"Open Sev: 3 PMH: 33907,122,000 General Mills Inc Model: 9837-7823578","[#41684918] Open Sev: 3 PMH: 33907,122,000 General Mills Inc Model: 9837-7823578"
P2RNHH3,2021-05-01 04:10:14 UTC,high,incident,TS005339905 - Severity 2 - RU-Midrange-SpecVEMEA-Client_Replied-24x7,[#41684919] TS005339905 - Severity 2 - RU-Midrange-SpecVEMEA-Client_Replied-24x7
PSVVYWS,2021-05-01 04:10:15 UTC,high,incident,INC3838103:PDE2796071:PROBLEM: SAN_Switch ISAO01-64B-BLUE-1 IS DOWN,[#41684922] INC3838103:PDE2796071:PROBLEM: SAN_Switch ISAO01-64B-BLUE-1 IS DOWN
PW4GZ8F,2021-05-01 04:10:15 UTC,high,incident,INC3838105:PDE2796074:PROBLEM: Network_Switch ISAO01-1G-LEAF2 IS DOWN,[#41684921] INC3838105:PDE2796074:PROBLEM: Network_Switch ISAO01-1G-LEAF2 IS DOWN
PZE4ZL5,2021-05-01 04:10:15 UTC,high,incident,INC3838104:PDE2796072:PROBLEM: Network_Switch ISAO01-25G-LEAF2 IS DOWN,[#41684920] INC3838104:PDE2796072:PROBLEM: Network_Switch ISAO01-25G-LEAF2 IS DOWN
PR5V9SO,2021-05-01 04:10:16 UTC,high,incident,INC3838106:PDE2796073:PROBLEM: Network_Switch ISAO01-SPINE2 IS DOWN,[#41684923] INC3838106:PDE2796073:PROBLEM: Network_Switch ISAO01-SPINE2 IS DOWN
PDY7H2Y,2021-05-01 04:10:18 UTC,high,incident,HDB00.DBTypeForSAP.HDB.SystemHome.ch00spb5q (PB5HDB) : Memory Usage of Services,[#41684924] HDB00.DBTypeForSAP.HDB.SystemHome.ch00spb5q (PB5HDB) : Memory Usage of Services
PZNRAO6,2021-05-01 04:10:19 UTC,high,incident,INC3838107:PDE2796075:PROBLEM: Network_Switch ISAO01-1G-LEAF1 IS DOWN,[#41684925] INC3838107:PDE2796075:PROBLEM: Network_Switch ISAO01-1G-LEAF1 IS DOWN
PGDFI4M,2021-05-01 04:10:21 UTC,high,incident,"INC3824087:PDE2710104:Regression Test R-IN10 (ATF) TIP Incident, /api/ibmwc/v2/incident","[#41684926] INC3824087:PDE2710104:Regression Test R-IN10 (ATF) TIP Incident, /api/ibmwc/v2/incident"
PEB4D60,2021-05-01 04:10:35 UTC,high,incident,Reported: Severity 1 Case updated by client - TS005520505 for IoT-CE Continuous Engineering,[#41684927] Reported: Severity 1 Case updated by client - TS005520505 for IoT-CE Continuous Engineering
PJH2ZYE,2021-05-01 04:10:53 UTC,high,incident, prometheus-down.prod-fra02-carrier105 DOWN: CURL(28):OPERATION_TIMEDOUT,[#41684928]  prometheus-down.prod-fra02-carrier105 DOWN: CURL(28):OPERATION_TIMEDOUT
PWKA2OV,2021-05-01 04:10:58 UTC,low,incident,va-stage-zone3 regcrawlerpriority_consumer_count_wrong_LP,[#41684929] va-stage-zone3 regcrawlerpriority_consumer_count_wrong_LP
PH41LQW,2021-05-01 04:10:59 UTC,high,incident,INC3838108:PDE2796076:PROBLEM  alert - VIOS_Hosts idal13-s9-33-vio2/__VIOS__Disk Utilization__CRITICAL__/opt/IBM/ITM__ IS CRITICAL,[#41684930] INC3838108:PDE2796076:PROBLEM  alert - VIOS_Hosts idal13-s9-33-vio2/__VIOS__Disk Utilization__CRITICAL__/opt/IBM/ITM__ IS CRITICAL
POP0BFB,2021-05-01 04:11:00 UTC,low,incident,INC3838110:PDE2796078:CZ VPC-Infra TestCase Failure: BuildNo:DeprovisionVPC Step:DeprovisionVPC-Msg:DeprovisionVPC failed-StatusCode:409,[#41684931] INC3838110:PDE2796078:CZ VPC-Infra TestCase Failure: BuildNo:DeprovisionVPC Step:DeprovisionVPC-Msg:DeprovisionVPC failed-StatusCode:409
PF2WT7Q,2021-05-01 04:11:02 UTC,high,incident,INC3838109:PDE2796077:PROBLEM  alert - VIOS_Hosts idal13-s9-43-vio2/__VIOS__Network Interface__CRITICAL__Device in Network Recovery Mode__ IS CRITICAL,[#41684932] INC3838109:PDE2796077:PROBLEM  alert - VIOS_Hosts idal13-s9-43-vio2/__VIOS__Network Interface__CRITICAL__Device in Network Recovery Mode__ IS CRITICAL
P0JAMVE,2021-05-01 04:11:10 UTC,high,incident,TS005552823 - Severity 3 - triagem-Bradesco-BAIXA,[#41684933] TS005552823 - Severity 3 - triagem-Bradesco-BAIXA
P6F9BGQ,2021-05-01 04:11:12 UTC,high,incident,TS005552823 - Severity 3 - IIDR BR SupportLine 24 x 7,[#41684934] TS005552823 - Severity 3 - IIDR BR SupportLine 24 x 7
PB7NZN4,2021-05-01 04:11:13 UTC,high,incident,DAM109: Privilege changes  [1 lines],[#41684935] DAM109: Privilege changes  [1 lines]
PKT9W27,2021-05-01 04:11:23 UTC,high,incident,UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Slicestors-wdc06-geo-cr' on 'COS-Cluster-Checks',[#41684937] UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Slicestors-wdc06-geo-cr' on 'COS-Cluster-Checks'
P5R3CJT,2021-05-01 04:11:28 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier401.172.18.86.186:6969_armada-alb-api_endpoint_scrape_failure.us-south,[#41684938] staging.containers-kubernetes.stage-dal10-carrier401.172.18.86.186:6969_armada-alb-api_endpoint_scrape_failure.us-south
PTBY4HC,2021-05-01 04:11:37 UTC,low,incident,(FATAL)|tbleapwmbprd2|IIB|EAILEAPEXGMBASEMB has avg elapsed time over 13298.5 ms,[#41684964] (FATAL)|tbleapwmbprd2|IIB|EAILEAPEXGMBASEMB has avg elapsed time over 13298.5 ms
PW5AMI1,2021-05-01 04:11:44 UTC,high,incident,INC3824088:PDE2710105:R-IN_from_Case: Create an Incident from a Case,[#41684965] INC3824088:PDE2710105:R-IN_from_Case: Create an Incident from a Case
P8L3U07,2021-05-01 04:12:01 UTC,low,incident,UNKNOWN: 'clevOs-Psu' on 'osscargtok0202d.softlayer.local',[#41684966] UNKNOWN: 'clevOs-Psu' on 'osscargtok0202d.softlayer.local'
PW4VQ28,2021-05-01 04:12:01 UTC,low,incident,UNKNOWN: 'clevOs-FanCheck' on 'osscargtok0202c.softlayer.local',[#41684967] UNKNOWN: 'clevOs-FanCheck' on 'osscargtok0202c.softlayer.local'
P8C5AFO,2021-05-01 04:12:09 UTC,low,incident,UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Accessers-lon06-geo-cr' on 'COS-Cluster-Checks',[#41684969] UNKNOWN: 'clevOs-ProcCheck-ClusterCheck-Accessers-lon06-geo-cr' on 'COS-Cluster-Checks'
PL1NFCH,2021-05-01 04:12:09 UTC,high,incident,CONSUL: [[ dockerdal1301 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]],[#41684968] CONSUL: [[ dockerdal1301 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]]
PB2B32J,2021-05-01 04:12:12 UTC,high,incident,INC3401131:PDE2447092:ATF Regression: R-IN_from_Case_2,[#41684971] INC3401131:PDE2447092:ATF Regression: R-IN_from_Case_2
PTH21B6,2021-05-01 04:12:13 UTC,high,incident,CS2287604:PDE2796079:Public Interface IPv4 is down,[#41684972] CS2287604:PDE2796079:Public Interface IPv4 is down
POHDBHC,2021-05-01 04:12:15 UTC,high,incident,*AssignmentGroup: acs-security*: CS2287604:PDE2796079:Public Interface IPv4 is down,[#41684973] *AssignmentGroup: acs-security*: CS2287604:PDE2796079:Public Interface IPv4 is down
PCZNLGN,2021-05-01 04:12:32 UTC,low,incident,dev1: Customer Name@dev1-hdp-master2:zookeeper: IOP status is CRITICAL. status=Not serving requests,[#41684974] dev1: Customer Name@dev1-hdp-master2:zookeeper: IOP status is CRITICAL. status=Not serving requests
PYW9LTL,2021-05-01 04:12:36 UTC,high,incident,CONSUL: [[ dockercore01 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]],[#41684975] CONSUL: [[ dockercore01 ]] / [[ hierarchical-alert-grouping-aiopsnetwork ]] is [[ critical ]]
PWBQMK2,2021-05-01 04:13:04 UTC,low,incident,"Job created.
ID: 85edf2b0-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>","[#41684976] Job created.
ID: 85edf2b0-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-dev-dense in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>"
P1FA2GP,2021-05-01 04:13:08 UTC,high,incident,RTE OOH CW 018RNJ6 HSBC - UK / GB-SYGDC,[#41684977] RTE OOH CW 018RNJ6 HSBC - UK / GB-SYGDC
P5ZD9KF,2021-05-01 04:13:12 UTC,high,incident,INC3401132:PDE2447093:ATF Regression: R-IN_from_Case_2,[#41684978] INC3401132:PDE2447093:ATF Regression: R-IN_from_Case_2
PTCSVTL,2021-05-01 04:13:17 UTC,low,incident,"mhub.mh-hqlwwpxskdgycxchmxkn.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
","[#41684979] mhub.mh-hqlwwpxskdgycxchmxkn.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
"
PZY17EX,2021-05-01 04:13:19 UTC,high,incident,[Kubernetes] Readiness probe failed is Triggered on kubernetes.pod.name = api-6f7599f6d6-87khv,[#41684980] [Kubernetes] Readiness probe failed is Triggered on kubernetes.pod.name = api-6f7599f6d6-87khv
POIY2TL,2021-05-01 04:13:56 UTC,low,incident,Bluemix Alert SEV3 - ibm.allenvs.agent.heartbeat : st_monitor_heartbeat (monitor heartbeat) (escalated),[#41684981] Bluemix Alert SEV3 - ibm.allenvs.agent.heartbeat : st_monitor_heartbeat (monitor heartbeat) (escalated)
PFQ60AE,2021-05-01 04:14:09 UTC,high,incident,INC3401133:PDE2447094:Regression Test (ATF) IN02-a,[#41684982] INC3401133:PDE2447094:Regression Test (ATF) IN02-a
P5V3DDX,2021-05-01 04:14:15 UTC,low,incident,"Job created.
ID: b08da920-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>","[#41684983] Job created.
ID: b08da920-aa33-11eb-bc3a-e7bd7a41a204
Name: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
Description: update playbook run for namespace hase-pipeline-medium in cluster flex-cdsdev-lon04-db2bm-dev1
- <fcc-db2whoc-staging-eu-gb.services.dal.bluemix.net| Flex Control Center>"
PVZOUSJ,2021-05-01 04:14:17 UTC,high,incident,INC3824090:PDE2710107:ATF Regression: R-IN_from_Case_2,[#41684984] INC3824090:PDE2710107:ATF Regression: R-IN_from_Case_2
PA4JHZR,2021-05-01 04:14:22 UTC,high,incident,Reported: Severity 1 Case created or severity updated - TS005552832 for Cloud Private,[#41684985] Reported: Severity 1 Case created or severity updated - TS005552832 for Cloud Private
PK2QKTW,2021-05-01 04:14:34 UTC,low,incident,bluemix.containers-kubernetes.prod-syd01-carrier1.response_time_increasing.au-syd,[#41684987] bluemix.containers-kubernetes.prod-syd01-carrier1.response_time_increasing.au-syd
P3SSYEY,2021-05-01 04:14:36 UTC,low,incident,Pod: wire-premium-test-stg-de-es-ese-consumer-5ffd4759b8-pmwqv [Data Exhaust] [stgwat-us-south-mzr-cruiser6] Kubernetes Pod Restarts,[#41684989] Pod: wire-premium-test-stg-de-es-ese-consumer-5ffd4759b8-pmwqv [Data Exhaust] [stgwat-us-south-mzr-cruiser6] Kubernetes Pod Restarts
PNB1A6O,2021-05-01 04:14:36 UTC,high,incident,bluemix.containers-kubernetes.prod-dal10-carrier115.openshift-apiserver_ha_deployment_down_critical_oc4.us-south,[#41684988] bluemix.containers-kubernetes.prod-dal10-carrier115.openshift-apiserver_ha_deployment_down_critical_oc4.us-south
PG753WN,2021-05-01 04:14:47 UTC,high,incident,INC3838112:PDE2796080:PROBLEM  alert - VIOS_Hosts idal13-s9-32-vio2/__VIOS__Disk Utilization__CRITICAL__/var/vio/VMLibrary__ IS CRITICAL,[#41684990] INC3838112:PDE2796080:PROBLEM  alert - VIOS_Hosts idal13-s9-32-vio2/__VIOS__Disk Utilization__CRITICAL__/var/vio/VMLibrary__ IS CRITICAL
PTD9J37,2021-05-01 04:14:59 UTC,high,incident,INC3838113:PDE2796081:PROBLEM  alert - VIOS_Hosts idal13-s9-30-vio2/__VIOS__Disk Utilization__MINOR__/var/log/eprise__ IS CRITICAL,[#41684991] INC3838113:PDE2796081:PROBLEM  alert - VIOS_Hosts idal13-s9-30-vio2/__VIOS__Disk Utilization__MINOR__/var/log/eprise__ IS CRITICAL
PA1SL7M,2021-05-01 04:15:06 UTC,high,incident,INC3401134:PDE2447095:Regression Test (ATF) IN02-a,[#41684992] INC3401134:PDE2447095:Regression Test (ATF) IN02-a
PXMKT1G,2021-05-01 04:15:07 UTC,high,incident,bluemix.containers-kubernetes.prod-wdc04-carrier109.critical_node_memory_usage_on_10.190.194.77.us-east,[#41684994] bluemix.containers-kubernetes.prod-wdc04-carrier109.critical_node_memory_usage_on_10.190.194.77.us-east
PVDZETX,2021-05-01 04:15:07 UTC,high,incident,One or More WFs are running for longer time,[#41684993] One or More WFs are running for longer time
P2SBPJ1,2021-05-01 04:15:11 UTC,high,incident,INC3838114:PDE2796082:PROBLEM  alert - Network_Switch ISAO01-1G-LEAF2/Hardware Monitoring IS UNKNOWN,[#41684997] INC3838114:PDE2796082:PROBLEM  alert - Network_Switch ISAO01-1G-LEAF2/Hardware Monitoring IS UNKNOWN
PLEUD0R,2021-05-01 04:15:18 UTC,low,incident,"mhub.mh-nrmqlzdggwywbcdxyhsq.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
","[#41684998] mhub.mh-nrmqlzdggwywbcdxyhsq.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
"
P6COJHA,2021-05-01 04:15:21 UTC,high,incident,INC3824091:PDE2710109:ATF Regression: R-IN_from_Case_2,[#41684999] INC3824091:PDE2710109:ATF Regression: R-IN_from_Case_2
P0FXXE8,2021-05-01 04:15:31 UTC,high,incident,INC3838115:PDE2796083:[prod_us-south] [Logrouter] Failure to push to COS is Triggered,[#41685000] INC3838115:PDE2796083:[prod_us-south] [Logrouter] Failure to push to COS is Triggered
PB377VY,2021-05-01 04:15:35 UTC,high,incident,INC3838116:PDE2796084:PROBLEM  alert - VIOS_Hosts idal13-s9-38-vio2/__VIOS__Disk Utilization__MINOR__/core__ IS CRITICAL,[#41685001] INC3838116:PDE2796084:PROBLEM  alert - VIOS_Hosts idal13-s9-38-vio2/__VIOS__Disk Utilization__MINOR__/core__ IS CRITICAL
PE1025J,2021-05-01 04:15:36 UTC,low,incident,UNKNOWN: 'clevOs-CpuUsage-ClusterCheck-Slicestors-syd04-geo-cr' on 'COS-Cluster-Checks',[#41685002] UNKNOWN: 'clevOs-CpuUsage-ClusterCheck-Slicestors-syd04-geo-cr' on 'COS-Cluster-Checks'
PGLFJG7,2021-05-01 04:15:38 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier5.az_dal10_has_node_10.94.88.170_reaching_capacity_over_90.us-south,[#41685003] staging.containers-kubernetes.stage-dal10-carrier5.az_dal10_has_node_10.94.88.170_reaching_capacity_over_90.us-south
PZ1BCPS,2021-05-01 04:15:38 UTC,high,incident,Report Requests Failed in Processing alert - Failed report task,[#41685004] Report Requests Failed in Processing alert - Failed report task
PTGSWO2,2021-05-01 04:15:51 UTC,high,incident,Reported: Severity 1 Case created or severity updated - TS005552575 for Spectrum Protect,[#41685005] Reported: Severity 1 Case created or severity updated - TS005552575 for Spectrum Protect
PDW4SD4,2021-05-01 04:15:57 UTC,high,incident,INC3401135:PDE2447096:Regression Test (ATF) IN02-b,[#41685006] INC3401135:PDE2447096:Regression Test (ATF) IN02-b
PK38O2F,2021-05-01 04:15:58 UTC,high,incident,Load average is too high (per CPU load over 1.5 for 5m),[#41685007] Load average is too high (per CPU load over 1.5 for 5m)
PY3339B,2021-05-01 04:16:05 UTC,high,incident,Reported: Severity 1 Case updated by client - TS005552070 for Db2 for zOS,[#41685008] Reported: Severity 1 Case updated by client - TS005552070 for Db2 for zOS
P8I5C1U,2021-05-01 04:16:06 UTC,high,incident,53987:,[#41685009] 53987:
PYNI9BE,2021-05-01 04:16:07 UTC,high,incident,53997:,[#41685011] 53997:
P4XPVN2,2021-05-01 04:16:07 UTC,high,incident,53994:,[#41685010] 53994:
PPC8J5K,2021-05-01 04:16:08 UTC,high,incident,54005:,[#41685013] 54005:
PWKHKXA,2021-05-01 04:16:08 UTC,high,incident,messagerequeue QM.BPN1 BPN.GENFEEDER.HOLD: Queue age of more than 5 minutes : PROBLEM for cudubgimq05001,[#41685012] messagerequeue QM.BPN1 BPN.GENFEEDER.HOLD: Queue age of more than 5 minutes : PROBLEM for cudubgimq05001
PKLQ0E4,2021-05-01 04:16:12 UTC,low,incident,TS005546249 - Severity 2 - tss_notification_hub_fe_status_changed,[#41685014] TS005546249 - Severity 2 - tss_notification_hub_fe_status_changed
PJYPBA0,2021-05-01 04:16:14 UTC,low,incident,TS005546249 - Severity 2 - tss_notification_hub_fe_internal_status_changed,[#41685015] TS005546249 - Severity 2 - tss_notification_hub_fe_internal_status_changed
PIJHVXL,2021-05-01 04:16:15 UTC,low,incident,TS005546249 - Severity 2 - tss_notification_hub_fe_client_replied,[#41685016] TS005546249 - Severity 2 - tss_notification_hub_fe_client_replied
PMUMJUV,2021-05-01 04:16:28 UTC,low,incident,"Open Sev: 3 PMH: 33909,122,000 ANTHEM INC Model: 9117-106B117","[#41685017] Open Sev: 3 PMH: 33909,122,000 ANTHEM INC Model: 9117-106B117"
PCWQ6HX,2021-05-01 04:16:32 UTC,high,incident,INC3824094:PDE2710110:Regression Test (ATF) IN02-a,[#41685018] INC3824094:PDE2710110:Regression Test (ATF) IN02-a
PNQZKM2,2021-05-01 04:16:34 UTC,low,incident,staging.containers-kubernetes.stage-dal10-carrier6.multiple_pod_in_pending_state.us-south,[#41685019] staging.containers-kubernetes.stage-dal10-carrier6.multiple_pod_in_pending_state.us-south
PU5VMDG,2021-05-01 04:16:39 UTC,high,incident,INC3838120:PDE2796085:PROBLEM  alert - VIOS_Hosts idal13-s9-19-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685021] INC3838120:PDE2796085:PROBLEM  alert - VIOS_Hosts idal13-s9-19-vio2/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
P3PG2MS,2021-05-01 04:16:39 UTC,high,incident,Reported: Severity 1 Client requests a callback - TS005552632 for WebSphere Application Server,[#41685020] Reported: Severity 1 Client requests a callback - TS005552632 for WebSphere Application Server
P8WJZ7M,2021-05-01 04:16:41 UTC,low,incident,Realm: csfdev-conv-a-s04 [Data Exhaust] [devwat-us-south-mzr-cruiser17] Healthcheck: RTBF Result,[#41685022] Realm: csfdev-conv-a-s04 [Data Exhaust] [devwat-us-south-mzr-cruiser17] Healthcheck: RTBF Result
P2J33PT,2021-05-01 04:16:44 UTC,high,incident,DNS-RESOLUTION-FAILURE: config-management-network-inventory-cache.service.dal13.consul not resolved via consul.service.dal13.consul,[#41685023] DNS-RESOLUTION-FAILURE: config-management-network-inventory-cache.service.dal13.consul not resolved via consul.service.dal13.consul
P9795U8,2021-05-01 04:16:56 UTC,high,incident,INC3401136:PDE2447097:Regression Test (ATF) IN02-c,[#41685024] INC3401136:PDE2447097:Regression Test (ATF) IN02-c
P26SNUY,2021-05-01 04:17:03 UTC,high,incident,INC3838122:PDE2796087:DB2OC000:fire:db2-icd-prod-au-syd-db-eecmx:e54abd83de524f93a3b21f8993a5ff25:5cb772ca-043f-45d1-8325-0f1d50c73120:uptime-app:http://ibm.biz/Db2oCUptime,[#41685026] INC3838122:PDE2796087:DB2OC000:fire:db2-icd-prod-au-syd-db-eecmx:e54abd83de524f93a3b21f8993a5ff25:5cb772ca-043f-45d1-8325-0f1d50c73120:uptime-app:http://ibm.biz/Db2oCUptime
PX9LR0R,2021-05-01 04:17:03 UTC,high,incident,INC3838121:PDE2796086:PROBLEM  alert - VIOS_Hosts idal13via181x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL,[#41685025] INC3838121:PDE2796086:PROBLEM  alert - VIOS_Hosts idal13via181x1/__VIOS__Log__CRITICAL__P Hardware Errors__ IS CRITICAL
PCU1K8L,2021-05-01 04:17:05 UTC,high,incident,WARNING: 'clevOs-Psu' on 'osscsdal0904w.softlayer.local',[#41685027] WARNING: 'clevOs-Psu' on 'osscsdal0904w.softlayer.local'
P1174FX,2021-05-01 04:17:09 UTC,low,incident,TS005551959 - Severity 3 - tss_notification_hub_fe_ibm_replied,[#41685028] TS005551959 - Severity 3 - tss_notification_hub_fe_ibm_replied
P7YO058,2021-05-01 04:17:10 UTC,low,incident,TS005551959 - Severity 3 - tss_notification_hub_fe_status_changed,[#41685029] TS005551959 - Severity 3 - tss_notification_hub_fe_status_changed
PUECJ79,2021-05-01 04:17:11 UTC,low,incident,TS005551959 - Severity 3 - tss_notification_hub_fe_internal_status_changed,[#41685030] TS005551959 - Severity 3 - tss_notification_hub_fe_internal_status_changed
P6T2HT7,2021-05-01 04:17:17 UTC,low,incident,"mhub.mh-mxffkbkpjjktcdflczzk.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
","[#41685031] mhub.mh-mxffkbkpjjktcdflczzk.: HyperionKafkaAdminPubCheckTestErrorRateHigh.
"
PSKMXT6,2021-05-01 04:17:19 UTC,low,incident,Check 'T: End to End Alerting test _mil01.alfaevolution' has exceeded its threshold.,[#41685032] Check 'T: End to End Alerting test _mil01.alfaevolution' has exceeded its threshold.
P3KHPA2,2021-05-01 04:17:27 UTC,low,incident,Incident 260372653 OPENED: 'qusjc03efsdomall02.sjc03.caas.local (/db2inst1)' 'Dev/MC/QA Database Disk Usage > 90%',[#41685033] Incident 260372653 OPENED: 'qusjc03efsdomall02.sjc03.caas.local (/db2inst1)' 'Dev/MC/QA Database Disk Usage > 90%'
P7O7X4W,2021-05-01 04:17:40 UTC,high,incident,Severity 3 Case assigned to the LXS: zLinux Mission Team - TS005551959,[#41685034] Severity 3 Case assigned to the LXS: zLinux Mission Team - TS005551959
